timestamp,open,high,low,close,volume
2025-03-21 09:32:06,43023.75,43316.8,41976.7,42000.0,2164654.23
2025-03-22 09:32:06,41583.76,41612.65,40878.96,41104.08,4707876.38
2025-03-23 09:32:06,40502.38,41355.04,40491.8,40906.14,9449732.38
2025-03-24 09:32:06,41030.44,41598.94,40860.77,41201.45,6160935.39
2025-03-25 09:32:06,43095.79,43269.54,42086.76,42502.97,5965842.29
2025-03-26 09:32:06,42407.64,42923.4,42110.78,42793.36,2972630.52
2025-03-27 09:32:06,42420.79,42617.18,42348.63,42559.12,6417409.25
2025-03-28 09:32:06,41704.48,41898.45,41250.5,41430.79,653466.3
2025-03-29 09:32:06,40689.74,40882.75,40581.83,40696.97,5662006.01
2025-03-30 09:32:06,42794.08,43283.33,42574.63,43120.81,5804721.23
2025-03-31 09:32:06,44089.95,44219.93,43872.62,44056.38,7302347.21
2025-04-01 09:32:06,44131.53,44361.62,43766.53,43789.93,7236209.24
2025-04-02 09:32:06,43143.16,43902.87,42670.86,43567.63,9771877.22
2025-04-03 09:32:06,42264.08,43571.14,42137.38,42892.73,7622991.98
2025-04-04 09:32:06,43280.21,43865.2,43120.4,43437.96,6042472.49
2025-04-05 09:32:06,43326.56,43863.6,43169.31,43489.66,1236235.78
2025-04-06 09:32:06,42255.97,42300.69,41838.09,42009.03,7253910.68
2025-04-07 09:32:06,42695.28,43388.45,41947.8,42038.7,5391398.68
2025-04-08 09:32:06,42084.43,42391.36,40526.19,40837.44,3966377.03
2025-04-09 09:32:06,42096.77,42833.49,41993.88,42743.67,2956009.99
2025-04-10 09:32:06,40976.8,41269.17,40913.42,41252.76,5356732.79
2025-04-11 09:32:06,40085.29,40576.44,39280.33,39353.76,8966110.84
2025-04-12 09:32:06,40129.17,40345.39,39808.09,39808.17,3543160.72
2025-04-13 09:32:06,41057.91,41213.05,41030.06,41154.4,1902775.8
2025-04-14 09:32:06,39807.54,40428.84,39586.53,40388.78,985108.12
2025-04-15 09:32:06,41350.53,41628.48,40557.72,40939.79,890386.48
2025-04-16 09:32:06,37418.43,38316.39,37281.28,38157.4,888108.88
2025-04-17 09:32:06,37215.89,38570.93,37209.32,38517.59,1308777.43
2025-04-18 09:32:06,37867.54,38015.03,37457.03,37739.27,3833397.01
2025-04-19 09:32:06,36540.42,37353.85,36369.91,36751.97,906577.47
2025-04-20 09:32:06,35379.48,36031.47,35276.48,36004.93,6645627.89
2025-04-21 09:32:06,36591.12,36727.93,35475.98,35599.89,1283871.05
2025-04-22 09:32:06,35854.01,36887.01,35744.12,36329.07,3742652.52
2025-04-23 09:32:06,36179.58,36329.74,35925.65,36051.95,14344701.27
2025-04-24 09:32:06,36124.93,36175.89,35470.57,35822.67,3008131.03
2025-04-25 09:32:06,35145.44,35842.93,34804.97,35753.06,4574954.86
2025-04-26 09:32:06,37204.25,37811.03,37188.96,37785.08,7245052.44
2025-04-27 09:32:06,38557.4,39031.33,38542.51,38568.1,2430102.85
2025-04-28 09:32:06,40883.09,40937.38,40328.7,40401.88,3315459.24
2025-04-29 09:32:06,41175.04,41489.86,40076.66,40807.66,495878.24
2025-04-30 09:32:06,40518.98,40833.72,40430.32,40612.48,7760743.35
2025-05-01 09:32:06,41007.04,41186.28,40060.37,40796.37,1148213.36
2025-05-02 09:32:06,42621.55,42684.32,41672.45,41709.04,4671012.64
2025-05-03 09:32:06,40699.91,40730.64,40550.32,40558.95,5887554.8
2025-05-04 09:32:06,41369.69,41780.77,41176.55,41423.44,1050087.77
2025-05-05 09:32:06,40674.2,41730.17,40460.93,41336.45,633412.08
2025-05-06 09:32:06,40329.7,41378.35,39989.99,41302.82,9415346.35
2025-05-07 09:32:06,41079.3,41377.8,39580.46,39859.09,4496545.83
2025-05-08 09:32:06,40656.27,40810.59,40052.57,40141.44,5923367.29
2025-05-09 09:32:06,38279.98,39026.81,38122.47,38474.57,7815061.2
2025-05-10 09:32:06,37777.0,38884.67,37612.78,38684.83,4157168.55
2025-05-11 09:32:06,39323.37,39353.29,38893.75,39042.11,4024366.78
2025-05-12 09:32:06,37322.23,38483.85,37309.37,38481.64,4797622.81
2025-05-13 09:32:06,36987.65,37692.19,36788.07,37380.96,4599711.11
2025-05-14 09:32:06,37400.4,37413.9,36722.99,36777.42,6172541.54
2025-05-15 09:32:06,37872.33,37874.89,37230.63,37622.74,1478412.77
2025-05-16 09:32:06,38476.21,38511.02,38039.35,38380.52,1795742.39
2025-05-17 09:32:06,38321.92,38810.97,38113.22,38646.57,1048742.64
2025-05-18 09:32:06,37305.3,38498.95,36900.35,38394.61,1135798.03
2025-05-19 09:32:06,39560.36,39751.98,38836.71,38879.81,824951.72
2025-05-20 09:32:06,37849.26,38099.46,37793.7,37975.52,7720019.58
2025-05-21 09:32:06,38938.5,39829.41,38826.44,39578.47,4778992.51
2025-05-22 09:32:06,39371.67,40488.72,39253.94,40043.66,2088548.92
2025-05-23 09:32:06,38872.04,38954.48,38528.52,38605.9,2003757.51
2025-05-24 09:32:06,39438.68,39859.94,39326.64,39785.56,5263089.14
2025-05-25 09:32:06,39328.66,39973.78,39229.83,39862.4,3065013.9
2025-05-26 09:32:06,41638.57,41821.32,40581.43,40984.22,5065253.43
2025-05-27 09:32:06,41855.78,41997.5,41466.35,41692.4,3992527.1
2025-05-28 09:32:06,41292.36,41543.61,41197.46,41439.99,4501166.91
2025-05-29 09:32:06,43001.74,43300.41,42624.66,42660.02,509915.93
2025-05-30 09:32:06,44488.07,44723.72,43654.57,43659.34,937938.98
2025-05-31 09:32:06,41162.42,42843.56,41012.75,42690.32,5877131.1
2025-06-01 09:32:06,42266.23,43419.78,42023.6,42817.86,1924558.34
2025-06-02 09:32:06,40993.4,42123.14,40837.72,41739.54,3000714.33
2025-06-03 09:32:06,41350.05,42660.24,41309.3,42328.69,3418964.05
2025-06-04 09:32:06,42890.9,43182.02,42738.67,43143.41,5807581.54
2025-06-05 09:32:06,41851.41,42321.72,41473.7,42165.39,2283228.87
2025-06-06 09:32:06,43287.34,43289.17,41928.13,42048.73,608162.38
2025-06-07 09:32:06,42486.33,43297.87,42296.94,42843.35,6028246.95
2025-06-08 09:32:06,45786.07,46326.82,45491.8,46265.18,1546893.08
2025-06-09 09:32:06,46003.45,46053.18,45671.32,45700.68,6537382.19
2025-06-10 09:32:06,46334.13,46398.84,45736.72,45994.9,6097532.17
2025-06-11 09:32:06,48106.48,48333.64,46799.11,46990.77,8196719.87
2025-06-12 09:32:06,44546.55,45403.22,44293.85,45125.55,4823100.71
2025-06-13 09:32:06,46946.12,47937.91,46669.87,47517.07,4937089.76
2025-06-14 09:32:06,48429.4,48639.97,47262.52,47389.56,2767680.57
2025-06-15 09:32:06,51037.8,51458.23,50585.9,51023.92,6374076.59
2025-06-16 09:32:06,49356.82,49957.3,49232.37,49472.19,2661543.93
2025-06-17 09:32:06,48470.18,49472.01,48059.86,49178.6,615576.65
2025-06-18 09:32:06,48370.27,48930.51,48261.94,48817.98,1031016.69
2025-06-19 09:32:06,48747.71,49044.65,47620.0,48396.86,4085307.67
2025-06-20 09:32:06,48015.34,48141.49,47242.59,47640.7,5128222.12
2025-06-21 09:32:06,48758.96,48793.44,47074.36,47446.29,1808021.16
2025-06-22 09:32:06,48186.84,48331.39,47713.35,47771.23,1886203.73
2025-06-23 09:32:06,49394.23,49455.75,49208.85,49261.86,2600098.9
2025-06-24 09:32:06,51212.84,51455.37,49111.21,49767.58,4150852.15
2025-06-25 09:32:06,50642.25,51219.35,50479.13,51129.82,1860438.09
2025-06-26 09:32:06,49360.1,50134.16,48925.87,49939.52,1087917.91
2025-06-27 09:32:06,51188.86,51396.8,50185.04,50457.25,783516.57
2025-06-28 09:32:06,51588.2,52485.37,51533.63,52455.2,2248673.04
2025-06-29 09:32:06,53995.99,54063.09,53467.45,53749.84,11259210.26
2025-06-30 09:32:06,53925.57,53960.18,53208.84,53402.18,3089326.52
2025-07-01 09:32:06,52866.46,53192.89,52379.02,52918.1,7696851.77
2025-07-02 09:32:06,52692.18,52943.86,51949.45,52218.77,5877308.28
2025-07-03 09:32:06,51210.63,51986.12,50502.44,51932.74,1323158.32
2025-07-04 09:32:06,51011.17,52375.91,50750.82,51925.61,4749750.53
2025-07-05 09:32:06,52987.15,54015.91,52861.86,53985.45,1455422.12
2025-07-06 09:32:06,55274.04,55747.75,53597.66,53983.56,444658.24
2025-07-07 09:32:06,53048.3,53660.75,52452.14,52975.74,833287.86
2025-07-08 09:32:06,54076.43,54565.34,53091.25,53850.41,2997666.65
2025-07-09 09:32:06,53623.43,55199.74,52966.91,54507.52,2925419.55
2025-07-10 09:32:06,54595.56,55437.32,53976.81,54997.32,4718320.48
2025-07-11 09:32:06,55869.69,56281.43,55284.52,55326.12,4349202.2
2025-07-12 09:32:06,57510.44,57654.0,57252.96,57530.91,7532159.95
2025-07-13 09:32:06,57413.35,58562.46,57060.92,57913.2,4845289.57
2025-07-14 09:32:06,59279.58,59324.89,57845.71,57872.14,1279767.51
2025-07-15 09:32:06,59953.74,60520.14,59046.61,59071.32,6722594.6
2025-07-16 09:32:06,59908.39,60004.67,58942.78,58966.44,5115774.78
2025-07-17 09:32:06,58971.11,59237.42,58419.05,58448.01,5411552.85
2025-07-18 09:32:06,59150.47,59302.87,58244.02,58488.59,6329856.76
2025-07-19 09:32:06,60956.44,61722.41,59534.71,60314.03,1090029.39
2025-07-20 09:32:06,62658.17,63358.64,61004.42,61071.39,634669.85
2025-07-21 09:32:06,60350.45,61837.73,60214.81,61644.42,3579595.67
2025-07-22 09:32:06,60315.1,60553.98,58725.36,58986.09,648621.28
2025-07-23 09:32:06,58952.93,60021.27,58932.18,59331.22,7092156.69
2025-07-24 09:32:06,55042.63,55811.76,54277.35,55754.69,696658.22
2025-07-25 09:32:06,56913.06,57125.63,56267.38,57092.83,6283029.4
2025-07-26 09:32:06,57326.02,57680.7,56447.92,56606.69,1593286.86
2025-07-27 09:32:06,57772.12,57951.51,56979.1,57544.55,1339733.6
2025-07-28 09:32:06,55751.37,56336.37,54805.89,55203.83,3579262.46
2025-07-29 09:32:06,55091.49,56017.54,54855.84,55550.4,1755196.02
2025-07-30 09:32:06,56671.69,56838.31,56402.43,56436.5,3168656.77
2025-07-31 09:32:06,55807.5,55900.58,55334.1,55362.73,4781121.0
2025-08-01 09:32:06,57235.72,57546.48,56180.25,56385.88,1503090.81
2025-08-02 09:32:06,55378.9,55879.49,54743.24,55095.86,8955985.71
2025-08-03 09:32:06,52043.01,53370.74,51877.63,53200.05,5484073.66
2025-08-04 09:32:06,54095.64,54142.02,53720.82,53848.62,7437848.07
2025-08-05 09:32:06,54041.59,54084.72,53718.2,53761.32,3667069.54
2025-08-06 09:32:06,54141.21,54456.16,53562.22,53660.33,4994904.09
2025-08-07 09:32:06,55428.32,55704.06,54559.45,55209.98,4142195.19
2025-08-08 09:32:06,55216.17,55953.4,54921.94,55434.53,1766513.81
2025-08-09 09:32:06,57760.02,57946.51,56955.92,57236.99,3368937.27
2025-08-10 09:32:06,58091.29,59273.42,57506.06,59041.85,4678820.96
2025-08-11 09:32:06,57470.38,57696.38,56334.66,57209.0,3975476.2
2025-08-12 09:32:06,56329.81,56780.73,55972.03,56386.96,3097989.22
2025-08-13 09:32:06,54469.32,55041.85,54389.03,54796.56,5771962.71
2025-08-14 09:32:06,55009.79,55691.72,54962.3,55522.71,4852482.71
2025-08-15 09:32:06,54277.81,54561.34,53790.03,54015.36,3629920.19
2025-08-16 09:32:06,54953.89,57576.17,54669.97,57442.35,1375813.73
2025-08-17 09:32:06,61561.63,62171.96,59790.38,60486.71,662109.96
2025-08-18 09:32:06,60137.66,60275.04,59443.06,59886.21,1442077.06
2025-08-19 09:32:06,58332.99,61007.2,58307.64,60395.01,10481298.5
2025-08-20 09:32:06,60505.68,61133.09,59718.07,59857.56,4438742.91
2025-08-21 09:32:06,62471.75,62568.59,61519.58,62311.07,4696299.85
2025-08-22 09:32:06,62663.28,63498.92,62538.51,63038.36,7822089.99
2025-08-23 09:32:06,60137.39,60614.74,58833.46,59215.28,12211097.21
2025-08-24 09:32:06,57859.49,59304.68,57525.97,58665.11,2403213.19
2025-08-25 09:32:06,57026.97,57584.86,56888.18,57499.89,1688020.75
2025-08-26 09:32:06,57912.85,58050.18,57066.12,57545.69,3416157.17
2025-08-27 09:32:06,57091.82,57495.68,55966.86,56441.39,5341138.87
2025-08-28 09:32:06,60138.1,60950.88,58691.77,59399.3,5459853.58
2025-08-29 09:32:06,59770.35,60349.89,59293.49,59448.51,649998.68
2025-08-30 09:32:06,57825.83,58632.05,57463.34,58129.78,739102.35
2025-08-31 09:32:06,62697.65,63384.0,61151.54,61303.57,6928286.49
2025-09-01 09:32:06,58540.08,58798.99,57514.44,57612.44,6990869.28
2025-09-02 09:32:06,56572.04,56829.43,56035.5,56415.9,2131312.01
2025-09-03 09:32:06,56111.99,56763.18,55308.41,56376.08,2892239.18
2025-09-04 09:32:06,54222.14,55326.33,54178.95,55022.43,3292236.25
2025-09-05 09:32:06,54791.27,55503.61,53969.74,55062.11,6165211.68
2025-09-06 09:32:06,55560.43,55852.38,54490.99,54843.54,4984789.42
2025-09-07 09:32:06,54626.93,54852.52,54018.96,54709.7,4517080.33
2025-09-08 09:32:06,55933.38,56144.98,55432.21,55714.01,4418013.27
2025-09-09 09:32:06,54077.3,55173.23,53712.02,55115.18,8917389.79
2025-09-10 09:32:06,55492.9,55521.6,53480.07,53813.97,6567255.73
2025-09-11 09:32:06,55324.33,55770.81,55076.28,55504.55,3115557.27
2025-09-12 09:32:06,54080.44,54443.19,53520.98,53535.29,5715212.92
2025-09-13 09:32:06,52541.91,54248.75,51939.94,53042.47,3201400.17
2025-09-14 09:32:06,52389.24,53368.02,51959.45,53300.72,601693.25
2025-09-15 09:32:06,52230.45,52591.79,51983.84,52365.68,6918291.68
2025-09-16 09:32:06,52992.83,53067.78,51542.87,51964.58,12085556.53
2025-09-17 09:32:06,52210.43,52251.57,51717.47,52007.86,3343694.34
2025-09-18 09:32:06,52935.21,52941.05,52445.46,52648.13,1000582.1
