timestamp,open,high,low,close,volume
2025-03-21 09:32:06,100.26,100.59,99.9,100.0,4414.39
2025-03-22 09:32:06,100.36,102.5,98.38,100.77,11744.84
2025-03-23 09:32:06,102.4,103.13,101.17,102.57,12351.62
2025-03-24 09:32:06,107.53,108.52,105.52,106.03,10582.76
2025-03-25 09:32:06,107.79,107.82,106.79,107.5,6598.39
2025-03-26 09:32:06,116.45,116.72,115.72,115.97,2496.47
2025-03-27 09:32:06,115.23,117.14,114.74,114.93,1036.27
2025-03-28 09:32:06,118.93,120.43,118.31,119.32,9721.49
2025-03-29 09:32:06,121.38,121.95,118.01,119.41,11402.09
2025-03-30 09:32:06,120.38,121.54,118.02,118.41,3580.32
2025-03-31 09:32:06,118.31,119.26,116.59,118.03,4074.71
2025-04-01 09:32:06,120.11,121.12,118.29,118.95,2032.91
2025-04-02 09:32:06,119.6,121.53,119.39,120.22,9581.17
2025-04-03 09:32:06,124.29,124.83,122.18,122.47,12804.02
2025-04-04 09:32:06,120.53,121.87,116.04,117.37,7527.44
2025-04-05 09:32:06,110.58,112.21,109.83,112.12,13177.66
2025-04-06 09:32:06,107.3,110.73,106.91,110.66,13638.21
2025-04-07 09:32:06,107.02,108.32,106.04,108.18,2570.83
2025-04-08 09:32:06,106.05,107.84,105.64,106.32,3687.49
2025-04-09 09:32:06,108.53,110.53,108.48,110.2,12524.65
2025-04-10 09:32:06,109.49,110.87,109.24,110.33,3754.08
2025-04-11 09:32:06,110.48,111.81,108.92,109.69,4166.14
2025-04-12 09:32:06,111.8,111.82,109.22,109.88,18968.77
2025-04-13 09:32:06,107.57,108.07,105.83,107.29,9067.08
2025-04-14 09:32:06,104.82,106.25,104.56,105.11,14695.64
2025-04-15 09:32:06,110.29,110.87,107.87,108.07,3913.36
2025-04-16 09:32:06,111.59,112.1,108.81,108.94,12140.73
2025-04-17 09:32:06,105.78,105.89,104.07,104.95,4629.37
2025-04-18 09:32:06,103.43,103.75,102.24,102.81,7056.77
2025-04-19 09:32:06,103.6,107.2,103.11,106.67,5671.35
2025-04-20 09:32:06,110.44,112.58,107.58,108.86,1887.34
2025-04-21 09:32:06,109.48,111.22,108.64,110.14,2481.92
2025-04-22 09:32:06,112.23,113.6,110.49,111.33,1952.9
2025-04-23 09:32:06,116.19,117.8,114.2,114.22,6919.8
2025-04-24 09:32:06,115.91,118.86,115.87,118.19,6545.22
2025-04-25 09:32:06,118.08,118.43,117.6,118.26,5441.17
2025-04-26 09:32:06,114.15,116.65,113.88,116.17,4921.89
2025-04-27 09:32:06,120.28,120.69,116.49,116.52,7528.65
2025-04-28 09:32:06,113.19,116.13,113.04,115.76,12151.3
2025-04-29 09:32:06,111.39,111.94,110.54,111.65,3949.3
2025-04-30 09:32:06,107.11,111.17,107.1,110.69,6365.86
2025-05-01 09:32:06,114.83,115.81,113.84,114.19,8388.28
2025-05-02 09:32:06,111.74,112.89,111.51,112.81,20467.5
2025-05-03 09:32:06,106.63,108.82,106.25,107.96,11429.44
2025-05-04 09:32:06,104.63,104.98,103.89,103.89,2003.48
2025-05-05 09:32:06,103.5,104.49,102.11,104.32,15471.19
2025-05-06 09:32:06,105.84,106.31,103.78,104.14,3970.75
2025-05-07 09:32:06,112.96,114.24,112.02,112.69,6255.23
2025-05-08 09:32:06,114.13,115.64,113.8,114.39,6026.48
2025-05-09 09:32:06,111.92,112.58,110.71,110.83,8795.79
2025-05-10 09:32:06,109.77,111.79,107.83,108.26,6246.59
2025-05-11 09:32:06,107.83,110.34,107.04,109.99,6168.39
2025-05-12 09:32:06,104.01,105.18,103.99,104.92,10959.36
2025-05-13 09:32:06,103.41,103.87,103.15,103.85,15190.22
2025-05-14 09:32:06,99.71,100.08,98.28,98.95,23260.08
2025-05-15 09:32:06,94.5,95.53,94.21,95.37,10755.42
2025-05-16 09:32:06,94.37,95.66,92.85,93.45,17001.32
2025-05-17 09:32:06,95.11,96.12,95.0,95.83,7232.07
2025-05-18 09:32:06,95.09,95.82,94.98,95.5,2907.85
2025-05-19 09:32:06,97.3,97.46,95.94,96.62,31212.73
2025-05-20 09:32:06,95.82,100.01,94.0,99.05,7832.27
2025-05-21 09:32:06,97.78,100.3,96.97,99.21,7168.63
2025-05-22 09:32:06,95.74,98.89,95.66,98.59,3009.45
2025-05-23 09:32:06,93.52,94.1,93.15,94.08,4797.45
2025-05-24 09:32:06,98.14,99.09,96.85,97.7,2633.54
2025-05-25 09:32:06,96.81,97.05,95.15,96.35,5423.8
2025-05-26 09:32:06,98.08,100.23,97.72,99.96,29479.4
2025-05-27 09:32:06,100.16,100.23,98.76,99.14,5010.55
2025-05-28 09:32:06,97.24,99.32,96.97,98.39,6864.88
2025-05-29 09:32:06,96.27,97.88,96.19,97.49,16818.31
2025-05-30 09:32:06,94.49,96.42,93.4,95.24,3771.51
2025-05-31 09:32:06,97.96,98.75,97.59,97.91,8025.35
