timestamp,open,high,low,close,volume,rsi_14,sma_20,sma_50,ema_12,macd,macd_signal,macd_hist,bb_upper,bb_mid,bb_lower
2025-03-21 09:32:06,2526.31,2558.83,2487.55,2500.0,218087.94,,,,,,,,,,
2025-03-22 09:32:06,2555.85,2613.01,2533.94,2610.89,202217.0,,,,,,,,,,
2025-03-23 09:32:06,2620.4,2669.5,2614.61,2657.32,106475.15,,,,,,,,,,
2025-03-24 09:32:06,2499.94,2523.95,2465.47,2520.95,147901.48,,,,,,,,,,
2025-03-25 09:32:06,2480.23,2499.51,2434.17,2457.51,431277.11,,,,,,,,,,
2025-03-26 09:32:06,2501.75,2524.68,2492.7,2504.05,418537.67,,,,,,,,,,
2025-03-27 09:32:06,2532.64,2562.5,2530.29,2562.16,414301.86,,,,,,,,,,
2025-03-28 09:32:06,2639.28,2660.32,2598.24,2610.4,53465.13,,,,,,,,,,
2025-03-29 09:32:06,2646.49,2677.27,2611.36,2628.21,453200.54,,,,,,,,,,
2025-03-30 09:32:06,2636.87,2646.13,2629.63,2630.78,200570.8,,,,,,,,,,
2025-03-31 09:32:06,2536.56,2597.71,2514.82,2597.68,232551.43,,,,,,,,,,
2025-04-01 09:32:06,2584.22,2672.14,2581.76,2667.02,198033.63,,,,2578.91,,,,,,
2025-04-02 09:32:06,2710.01,2714.88,2616.4,2645.25,544511.96,,,,2589.12,,,,,,
2025-04-03 09:32:06,2631.42,2687.56,2610.36,2676.75,362263.25,,,,2602.6,,,,,,
2025-04-04 09:32:06,2785.02,2786.45,2706.42,2731.16,26324.8,,,,2622.38,,,,,,
2025-04-05 09:32:06,2771.98,2788.44,2698.4,2740.83,394014.62,66.08,,,2640.6,,,,,,
2025-04-06 09:32:06,2730.81,2736.99,2717.27,2727.89,70887.65,64.79,,,2654.03,,,,,,
2025-04-07 09:32:06,2595.69,2612.98,2594.52,2611.81,472072.34,54.48,,,2647.54,,,,,,
2025-04-08 09:32:06,2485.94,2486.93,2444.21,2448.46,243243.5,43.89,,,2616.91,,,,,,
2025-04-09 09:32:06,2598.03,2615.42,2471.37,2492.54,121032.48,46.89,2601.08,,2597.78,,,,2775.96,2601.08,2426.21
2025-04-10 09:32:06,2434.98,2454.52,2434.83,2454.33,202607.39,44.66,2598.8,,2575.71,,,,2779.97,2598.8,2417.63
2025-04-11 09:32:06,2352.49,2376.77,2343.96,2358.83,37644.2,39.6,2586.2,,2542.34,,,,2795.18,2586.2,2377.21
2025-04-12 09:32:06,2465.61,2485.56,2462.76,2473.54,126637.04,47.32,2577.01,,2531.76,,,,2788.82,2577.01,2365.2
2025-04-13 09:32:06,2389.64,2451.53,2385.39,2439.53,243005.14,45.47,2572.94,,2517.57,,,,2791.91,2572.94,2353.96
2025-04-14 09:32:06,2354.55,2394.35,2325.6,2338.57,334333.49,40.4,2566.99,,2490.03,,,,2803.91,2566.99,2330.07
2025-04-15 09:32:06,2412.14,2423.17,2380.08,2384.16,52963.81,43.46,2561.0,,2473.74,-82.8204,,,2809.75,2561.0,2312.24
2025-04-16 09:32:06,2406.95,2412.33,2373.45,2387.52,222114.43,43.69,2552.26,,2460.48,-83.5637,,,2812.25,2552.26,2292.28
2025-04-17 09:32:06,2424.06,2475.71,2401.51,2459.31,263856.75,48.51,2544.71,,2460.3,-77.4669,,,2806.27,2544.71,2283.14
2025-04-18 09:32:06,2523.14,2578.41,2485.96,2494.34,108825.44,50.72,2538.02,,2465.53,-69.0129,,,2797.53,2538.02,2278.5
2025-04-19 09:32:06,2538.88,2552.35,2477.64,2493.16,111857.96,50.65,2531.13,,2469.78,-61.6971,,,2787.73,2531.13,2274.54
2025-04-20 09:32:06,2478.88,2596.57,2460.07,2589.16,54490.61,56.57,2530.71,,2488.15,-47.6042,,,2786.89,2530.71,2274.53
2025-04-21 09:32:06,2581.06,2648.49,2573.48,2639.69,209966.21,59.34,2529.34,,2511.46,-31.9893,,,2782.88,2529.34,2275.81
2025-04-22 09:32:06,2672.65,2699.26,2648.31,2692.76,181150.49,62.08,2531.72,,2539.36,-15.1574,,,2790.39,2531.72,2273.04
2025-04-23 09:32:06,2645.94,2653.67,2633.83,2644.52,139036.0,58.24,2530.11,,2555.53,-5.6454,-52.773,47.1276,2785.53,2530.11,2274.69
2025-04-24 09:32:06,2762.06,2789.22,2676.92,2695.07,350007.41,60.96,2528.3,,2577.0,5.9038,-41.0377,46.9414,2778.47,2528.3,2278.13
2025-04-25 09:32:06,2639.41,2646.17,2581.36,2604.85,187146.72,54.18,2521.5,,2581.29,7.688,-31.2925,38.9805,2755.03,2521.5,2287.97
2025-04-26 09:32:06,2635.93,2637.79,2547.47,2593.08,95555.75,53.34,2514.76,,2583.1,8.0593,-23.4222,31.4815,2731.24,2514.76,2298.29
2025-04-27 09:32:06,2533.41,2568.42,2484.59,2520.6,93534.96,48.4,2510.2,,2573.49,2.4765,-18.2424,20.719,2722.1,2510.2,2298.3
2025-04-28 09:32:06,2530.18,2628.31,2528.93,2610.08,130888.07,54.06,2518.28,,2579.12,5.2123,-13.5515,18.7638,2732.46,2518.28,2304.1
2025-04-29 09:32:06,2654.25,2659.82,2628.88,2636.82,104056.9,55.63,2525.5,,2587.99,9.4295,-8.9553,18.3848,2745.37,2525.5,2305.63
2025-04-30 09:32:06,2638.14,2655.43,2618.47,2639.48,229898.77,55.79,2534.75,,2595.91,12.8382,-4.5966,17.4348,2757.43,2534.75,2312.08
2025-05-01 09:32:06,2663.44,2681.55,2547.38,2562.24,138397.11,50.09,2544.92,,2590.73,9.201,-1.8371,11.0381,2752.61,2544.92,2337.24
2025-05-02 09:32:06,2500.26,2519.47,2487.82,2514.58,310161.32,46.9,2546.98,,2579.02,2.4446,-0.9807,3.4253,2752.6,2546.98,2341.35
2025-05-03 09:32:06,2450.77,2477.07,2443.97,2472.41,330073.71,44.23,2548.62,,2562.62,-6.2408,-2.0328,-4.2081,2751.29,2548.62,2345.95
2025-05-04 09:32:06,2474.54,2558.98,2470.48,2552.37,523570.3,50.05,2559.31,,2561.04,-6.5959,-2.9454,-3.6505,2737.62,2559.31,2381.0
2025-05-05 09:32:06,2628.71,2632.65,2599.41,2606.67,205527.97,53.6,2570.44,,2568.06,-2.4673,-2.8498,0.3825,2730.47,2570.44,2410.4
2025-05-06 09:32:06,2598.28,2665.04,2580.66,2627.44,152328.92,54.91,2582.43,,2577.2,2.4523,-1.7893,4.2417,2720.25,2582.43,2444.61
2025-05-07 09:32:06,2567.52,2594.45,2538.36,2579.32,271098.5,51.28,2588.43,,2577.52,2.4402,-0.9434,3.3836,2714.22,2588.43,2462.65
2025-05-08 09:32:06,2580.88,2617.63,2570.81,2599.89,508439.38,52.72,2593.71,,2580.96,4.0437,0.054,3.9897,2711.89,2593.71,2475.53
2025-05-09 09:32:06,2606.99,2607.18,2584.92,2594.26,82210.12,52.26,2598.76,2565.6,2583.01,4.8049,1.0042,3.8007,2707.58,2598.76,2489.95
2025-05-10 09:32:06,2662.8,2678.97,2624.04,2643.65,502722.23,55.87,2601.49,2568.48,2592.34,9.2864,2.6606,6.6258,2711.93,2601.49,2491.05
2025-05-11 09:32:06,2594.14,2641.87,2585.67,2588.92,160228.45,51.25,2598.95,2568.04,2591.81,8.3259,3.7937,4.5322,2708.08,2598.95,2489.82
2025-05-12 09:32:06,2573.2,2614.78,2535.07,2554.88,121471.18,48.56,2592.06,2565.99,2586.13,4.763,3.9875,0.7754,2693.78,2592.06,2490.33
2025-05-13 09:32:06,2537.39,2538.98,2455.43,2518.4,214434.61,45.79,2585.75,2565.94,2575.71,-0.9929,2.9914,-3.9843,2689.31,2585.75,2482.19
2025-05-14 09:32:06,2528.86,2633.62,2511.47,2613.95,240849.16,53.31,2581.69,2569.07,2581.59,2.1311,2.8194,-0.6883,2673.49,2581.69,2489.9
2025-05-15 09:32:06,2718.76,2764.41,2710.77,2731.3,42057.19,60.54,2588.02,2573.61,2604.63,13.9157,5.0386,8.877,2700.43,2588.02,2475.61
2025-05-16 09:32:06,2826.6,2882.36,2806.37,2863.78,51086.41,66.8,2601.55,2579.64,2644.5,33.5582,10.7425,22.8156,2766.2,2601.55,2436.91
2025-05-17 09:32:06,2849.41,2864.05,2838.14,2854.77,311141.56,66.03,2618.26,2584.53,2676.85,47.8464,18.1633,29.6831,2811.92,2618.26,2424.6
2025-05-18 09:32:06,2913.39,2924.21,2900.87,2921.29,346061.89,68.87,2633.82,2590.39,2714.45,63.8021,27.2911,36.511,2868.1,2633.82,2399.54
2025-05-19 09:32:06,2873.9,2877.97,2866.97,2867.7,171853.8,64.21,2645.36,2595.13,2738.03,71.301,36.0931,35.2079,2900.89,2645.36,2389.84
2025-05-20 09:32:06,2971.14,2992.6,2969.14,2969.16,39925.15,68.55,2661.85,2602.56,2773.59,84.4572,45.7659,38.6913,2953.68,2661.85,2370.01
2025-05-21 09:32:06,3060.07,3068.51,3034.34,3046.46,250992.45,71.39,2686.06,2610.15,2815.57,99.9688,56.6065,43.3623,3018.36,2686.06,2353.76
